ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
24135,Szilveszter Csollny,M,30.0,168.0,64.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Rings,Gold
24137,Lszl Csongrdi,M,29.0,177.0,78.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Gold
24140,Lajos Csords,M,19.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold
24149,"Robert Jan ""Bob"" Ctvrtlik",M,25.0,193.0,89.0,United States,USA,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Gold
24158,Patrick Cubaynes,M,24.0,175.0,72.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Gold
24168,Vincenzo Cuccia,M,32.0,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Team",Gold
24183,Alenka Cuderman,F,23.0,166.0,59.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Women's Handball,Gold
24187,Collier Robert Cudmore,M,22.0,,74.0,Magdalen College Boat Club-1,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold
24228,Jean Pierre Gaston Cugnot,M,24.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
24247,Milo uk,M,25.0,191.0,91.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
24264,Chay Crista Kerio Cullen,F,30.0,182.0,74.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
24274,Bernd Cullmann,M,20.0,180.0,71.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
24281,Yumileidi Cumb Jay,F,29.0,183.0,104.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Shot Put,Gold
24286,Frederick William Cuming,M,24.0,,,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
24307,"Edward McClellan ""Ned"" Cummins",M,17.0,,,Western Golf Association-1,USA,1904 Summer,1904,Summer,St. Louis,Golf,Golf Men's Team,Gold
24316,John Bruce Cuneo,M,44.0,168.0,66.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold
24349,Sandro Cuomo,M,33.0,185.0,80.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Team",Gold
24399,Lorne Campbell Currie,M,29.0,,,Scotia,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,Gold
24399,Lorne Campbell Currie,M,29.0,,,Scotia,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Gold
24405,"Robert Samuel ""Bob"" Curry",M,21.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold
24406,Denise Marie Curry,F,24.0,185.0,74.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
24408,John Anthony Curry,M,26.0,180.0,67.0,Great Britain,GBR,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Men's Singles,Gold
24418,Ann Elisabeth Curtis (-Cuneo),F,22.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Gold
24418,Ann Elisabeth Curtis (-Cuneo),F,22.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
24423,"Thomas Pelham ""Tom"" Curtis",M,23.0,176.0,66.0,United States,USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Gold
24426,Juan Esteban Curuchet,M,43.0,175.0,65.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Madison,Gold
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 100 metres,Gold
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 200 metres,Gold
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169.0,57.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
24448,"Elizabeth Alyse ""Betty"" Cuthbert",F,26.0,169.0,57.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 400 metres,Gold
24456,Laura Cutina,F,15.0,143.0,36.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold
24465,Angela Cutrone,F,23.0,163.0,60.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
24495,"Stanley Francis ""Stan"" Cwiklinski",M,21.0,189.0,86.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Gold
24544,Attila Czene,M,22.0,185.0,76.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Individual Medley,Gold
24561,Zoltn Czibor,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold
24565,Kinga Czigny,F,20.0,173.0,64.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
24575,Harald Czudaj,M,30.0,180.0,90.0,Germany-2,GER,1994 Winter,1994,Winter,Lillehammer,Bobsleigh,Bobsleigh Men's Four,Gold
24580,Maciej Tomasz Czyowicz,M,30.0,176.0,72.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
24589,Andrs Nicols D'Alessandro,M,23.0,170.0,70.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
24595,Giuseppe D'Altrui,M,26.0,185.0,82.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Gold
24596,Marco D'Altrui,M,28.0,180.0,72.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
24599,"William John ""Bill"" D'Amico",M,37.0,,,United States-2,USA,1948 Winter,1948,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Men's Four,Gold
24619,"Victor Henry Augustus ""Vic"" d'Arcy",M,24.0,172.0,63.0,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
24678,Adhemar Ferreira da Silva,M,24.0,178.0,69.0,Brazil,BRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,Gold
24678,Adhemar Ferreira da Silva,M,29.0,178.0,69.0,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Triple Jump,Gold
24758,Ali Reza Dabir,M,22.0,172.0,66.0,Iran,IRI,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
24766,Dejan Dabovi,M,24.0,190.0,95.0,Yugoslavia,YUG,1968 Summer,1968,Summer,Mexico City,Water Polo,Water Polo Men's Water Polo,Gold
24768,Sara Ilonka Dbritz,F,21.0,171.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
24773,Marek Roman Dbrowski,M,22.0,175.0,64.0,Poland,POL,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Foil, Team",Gold
24780,Lars Andreas Dackell,M,21.0,179.0,83.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
24808,Ekaterina Stefanova Dafovska (-Prodanova),F,22.0,163.0,54.0,Bulgaria,BUL,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 15 kilometres,Gold
24815,"Timothy Patrick ""Tim"" Daggett",M,22.0,165.0,66.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold
24819,Mustafa Dastanl,M,25.0,168.0,62.0,Turkey,TUR,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
24819,Mustafa Dastanl,M,28.0,168.0,62.0,Turkey,TUR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
24837,Christopher Johan Steckmest Dahl,M,25.0,,,Elisabeth V,NOR,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,Gold
24859,Anna Viktoria Dahlberg-Olsson,F,29.0,165.0,60.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold
24864,Gunn Rita Dahle-Flesj,F,31.0,173.0,64.0,Norway,NOR,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold
24921,Sylvie Daigle,F,29.0,168.0,61.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
24929,Gordon Debenham Dailley,M,24.0,,86.0,Great Britain,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
24942,Ro Masivesi Dakuwaqa,M,22.0,190.0,105.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
24950,Fabio Dal Zotto,M,19.0,186.0,70.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",Gold
24953,Troy Lane Dalbey,M,19.0,190.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
24953,Troy Lane Dalbey,M,19.0,190.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
24967,Ji Daler,M,24.0,183.0,85.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
24981,"Phillip Peter ""Phil"" Dalhausser",M,28.0,206.0,93.0,United States-1,USA,2008 Summer,2008,Summer,Beijing,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
24983,Draen Dalipagi,M,28.0,197.0,95.0,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Gold
24991,Gianfranco Dalla Barba,M,27.0,182.0,78.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold
24993,Lamberto Dalla Costa,M,35.0,,,Italy-1,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,Gold
25018,"William Morris ""Bill"" Dally",M,20.0,189.0,84.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,Gold
25025,Jen Dalnoki,M,19.0,178.0,82.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold
25036,Chloe Elysha Dalton,F,23.0,180.0,72.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
25047,Meldric St. Clair daLuz Vieira,M,31.0,,,India,IND,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
25051,Denis St. George Daly,M,37.0,,,Foxhunters Hurlingham,GBR,1900 Summer,1900,Summer,Paris,Polo,Polo Men's Polo,Gold
25098,Georgeta Damian-Andrunache,F,24.0,178.0,75.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Gold
25098,Georgeta Damian-Andrunache,F,24.0,178.0,75.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
25098,Georgeta Damian-Andrunache,F,28.0,178.0,75.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Gold
25098,Georgeta Damian-Andrunache,F,28.0,178.0,75.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
25098,Georgeta Damian-Andrunache,F,32.0,178.0,75.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Gold
25102,Angelo Damiano,M,26.0,172.0,73.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
25111,Maurizio Damilano,M,23.0,183.0,70.0,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,Gold
25157,Ludvk Dank,M,35.0,193.0,123.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,Gold
25193,"Eleanor Suzanne ""Ellie"" Daniel (-Drye)",F,18.0,173.0,65.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
25214,Karl-Heinz Danielowski,M,36.0,165.0,50.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Gold
25215,"Charles Meldrum ""Charlie"" Daniels",M,19.0,183.0,70.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 220 yard Freestyle,Gold
25215,"Charles Meldrum ""Charlie"" Daniels",M,19.0,183.0,70.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 440 yard Freestyle,Gold
25215,"Charles Meldrum ""Charlie"" Daniels",M,19.0,183.0,70.0,New York Athletic Club #1-1,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
25215,"Charles Meldrum ""Charlie"" Daniels",M,21.0,183.0,70.0,United States,USA,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,Gold
25215,"Charles Meldrum ""Charlie"" Daniels",M,23.0,183.0,70.0,United States,USA,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold
25228,Egil Danielsen,M,23.0,182.0,88.0,Norway,NOR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Javelin Throw,Gold
25262,Olga Valeryevna Danilova,F,27.0,168.0,56.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Gold
25262,Olga Valeryevna Danilova,F,27.0,168.0,56.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
25263,Pelageya Aleksandrovna Danilova (-Demirdzhiyan),F,34.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,Gold
25284,Rolf Danneberg,M,31.0,198.0,125.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,Gold
25302,"Alexandra Mary L. ""Alex"" Danson",F,31.0,167.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
25307,Dante Guimares Santos do Amaral,M,23.0,201.0,86.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Gold
25309,Adrian Delano Dantley,M,21.0,195.0,95.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
25330,Melodie Daoust,F,22.0,163.0,71.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
25336,Tanvir Ahmad Dar,M,21.0,167.0,81.0,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
25337,Tauqir Dar,M,20.0,175.0,76.0,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
25339,Ali Iqtidar Shah Dara,M,21.0,,,India,IND,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Gold
25378,"Charles Frick ""Chuck"" Darling",M,26.0,203.0,102.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Gold
25392,"William Thomas ""Bill"" Darnton",M,20.0,185.0,74.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
25393,Tams Darnyi,M,21.0,186.0,82.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,Gold
25393,Tams Darnyi,M,21.0,186.0,82.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Individual Medley,Gold
25393,Tams Darnyi,M,25.0,186.0,82.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,Gold
25393,Tams Darnyi,M,25.0,186.0,82.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Individual Medley,Gold
25438,Georg Dascher,M,25.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Gold
25457,Svetlana Dai-Kiti,F,24.0,172.0,67.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Women's Handball,Gold
25459,Uwe Daler,M,21.0,193.0,87.0,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Gold
25479,Jiichiro Date,M,24.0,172.0,78.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
25501,Line Daugaard (-Widt Fruensgaard),F,26.0,174.0,65.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
25511,Tamra Dauniene (Kaagina-),F,24.0,190.0,75.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Women's Basketball,Gold
25537,Flemming Davanger,M,38.0,183.0,68.0,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Gold
25543,Lara Shiree Davenport,F,24.0,174.0,63.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
25544,Lindsay Ann Davenport,F,20.0,191.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Singles,Gold
25546,"Wilbur D. ""Willie"" Davenport",M,25.0,186.0,84.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,Gold
25551,"John Gerald ""Gerry"" Davey",M,21.0,178.0,72.0,Great Britain,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
25562,Franck Olivier Christian Franois David,M,22.0,174.0,68.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Windsurfer,Gold
25591,Bruce Oram Davidson,M,26.0,180.0,66.0,United States,USA,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
25591,Bruce Oram Davidson,M,34.0,180.0,66.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
25609,Caryn Davies,F,26.0,193.0,82.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
25609,Caryn Davies,F,30.0,193.0,82.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
25612,Christopher Davies,M,26.0,187.0,81.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
25616,"Richard Allen ""Dick"" Davies",M,28.0,186.0,80.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
25625,"John Francis ""Jack"" Davies",M,23.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
25632,John Griffith Davies,M,23.0,,,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 200 metres Breaststroke,Gold
25635,Lynn Davies,M,22.0,185.0,77.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,Gold
25651,"Patricia Joan ""Trish"" Davies",F,23.0,157.0,60.0,Zimbabwe,ZIM,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Gold
25667,"Anthony Marshon Davis, Jr.",M,19.0,208.0,100.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
25669,"Walter Francis ""Buddy"" Davis",M,21.0,203.0,90.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's High Jump,Gold
25686,Glenn Ashby Davis,M,22.0,183.0,73.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres Hurdles,Gold
25686,Glenn Ashby Davis,M,25.0,183.0,73.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,Gold
25686,Glenn Ashby Davis,M,25.0,183.0,73.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
25701,"John Henry Davis, Jr.",M,27.0,,101.5,United States,USA,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Heavyweight,Gold
25701,"John Henry Davis, Jr.",M,31.0,,101.5,United States,USA,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,Gold
25703,"Joshua Clark ""Josh"" Davis",M,23.0,188.0,84.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
25703,"Joshua Clark ""Josh"" Davis",M,23.0,188.0,84.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
25703,"Joshua Clark ""Josh"" Davis",M,23.0,188.0,84.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
25713,Meryl Elizabeth Davis,F,27.0,160.0,49.0,United States-1,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
25717,Otis Crandall Davis,M,28.0,185.0,74.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,Gold
25717,Otis Crandall Davis,M,28.0,185.0,74.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
25719,Francis Pierpont Davis,M,47.0,,,Angelita,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 8 metres,Gold
25721,"Roderick Hopkins ""Rod"" Davis",M,28.0,182.0,87.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Gold
25723,Shani Earl Davis,M,23.0,188.0,86.0,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,000 metres",Gold
25723,Shani Earl Davis,M,27.0,188.0,86.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,000 metres",Gold
25727,Victor Davis,M,20.0,188.0,87.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Gold
25728,Walter Paul Davis,M,21.0,195.0,86.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
25732,"Howard Edward Davis, Jr.",M,20.0,178.0,60.0,United States,USA,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Lightweight,Gold
25735,Pauline Elaine Davis-Thompson,F,34.0,167.0,57.0,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 200 metres,Gold
25735,Pauline Elaine Davis-Thompson,F,34.0,167.0,57.0,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
25759,Vitaly Semyonovich Davydov,M,24.0,182.0,69.0,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
25759,Vitaly Semyonovich Davydov,M,28.0,182.0,69.0,Soviet Union,URS,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
25759,Vitaly Semyonovich Davydov,M,32.0,182.0,69.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
25760,Yevgeny Vitalyevich Davydov,M,24.0,183.0,83.0,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
25762,Anastasiya Semyonovna Davydova,F,21.0,170.0,54.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
25762,Anastasiya Semyonovna Davydova,F,21.0,170.0,54.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
25762,Anastasiya Semyonovna Davydova,F,25.0,170.0,54.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
25762,Anastasiya Semyonovna Davydova,F,25.0,170.0,54.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
25762,Anastasiya Semyonovna Davydova,F,29.0,170.0,54.0,Russia,RUS,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
25766,Yelena Viktorovna Davydova (-Filatova),F,18.0,148.0,45.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Individual All-Around,Gold
25766,Yelena Viktorovna Davydova (-Filatova),F,18.0,148.0,45.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold
25772,"William ""Billy"" Dawe",M,27.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
25774,Dominique Margaux Dawes (-Thompson),F,19.0,158.0,54.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
25784,Travis Sentell Dawkins,M,21.0,182.0,81.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
